text,intent,language,screen,action_type,source
use short circuit or fire,select_short_circuit_or_fire,en,electricity_board_report,select_board_category,template
tap ගැටළුව දැන් යවන්න for me,confirm_location_and_report_issue,noisy_mixed,electricity_board_flow,action,noise
meter sparks,select_sparks_from_meter,en,safety_related_issues,select_issue,direct
ප්‍රදේශයේ විදුලිය නැතිවීම,select_area_power_failure,si_script,electricity_board_report,select_board_category,direct
request eka cancel karanna,cancel_request,si_latin,technician_flow,action,direct
mark fallen pole,select_fallen_pole,en,infrastructure_issues,select_issue,template
I want to open smart device issues,open_monitoring_device_issues,en,home,navigation,template
kanuwa wetila eka thoranna,select_fallen_pole,si_latin,infrastructure_issues,select_issue,template
next ekata yanna,continue_next,si_latin,report_flow,action,direct
powerlink ස්ථානය තහවුරු කර ගැටළුව වාර්තා කරන්න කරන්න කරන්න,confirm_location_and_report_issue,noisy_mixed,electricity_board_flow,action,noise
construction damage to cables kiyana option eka select karanna,select_external_or_human_causes,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
mage account eka තෝරන්න,open_account,mixed_script,bottom_navigation,navigation,mixed_ro_alias
mata electricity board report open karanna,open_report_to_electricity_board,mixed_latin,home,navigation,mixed_en_alias
navigate to safety issues,open_safety_related_issues,en,home,navigation,template
search this place,search_location,en,location,action,direct
mata location confirm karala report karanna one,confirm_location_and_report_issue,si_latin,electricity_board_flow,action,template
exposed wiring issue eka,select_exposed_wiring,mixed_latin,safety_related_issues,select_issue,mixed_en_alias
ඉංග්‍රීසිට මාරු කරන්න,change_language,si_script,account,action,direct
create report for complete blackout in area,select_area_power_failure,en,electricity_board_report,select_board_category,template
මට arakshawa sambandha getalu විවෘත කරන්න,open_safety_related_issues,mixed_script,home,navigation,mixed_ro_alias
low voltage eka report karanna,select_low_voltage,si_latin,voltage_technical_issues,select_issue,template
fallen cable eka thoranna,select_power_line_faults,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
area eke current nathi select karanna,select_area_power_failure,si_latin,electricity_board_report,select_board_category,template
open wires tiyanawa kiyana option eka select karanna,select_exposed_wiring,si_latin,safety_related_issues,select_issue,template
smart meter issue eka thoranna,select_smart_meter_issue,mixed_latin,monitoring_device_issues,select_issue,mixed_en_alias
fallen pole eka open karanna,select_fallen_pole,mixed_latin,infrastructure_issues,select_issue,mixed_en_alias
display voltage and technical issues,open_voltage_technical_issues,en,home,navigation,template
හෝම් පිටුව,go_home,si_script,bottom_navigation,navigation,direct
tap set location next,continue_to_location,en,report_flow,action,template
can you send report option eka tap karanna,submit_report,noisy_mixed,dialog,action,noise
press review and confirm issue,review_and_confirm_issue,en,electricity_board_flow,action,template
tap open this report,open_activity_details,en,activities,navigation,template
pole issues eka issue eka,select_pole_issues,si_latin,electricity_board_report,select_board_category,template
සැලසුම් කල විදුලි කප්පාදුව විකල්පය තෝරන්න,select_scheduled_power_cut,si_script,power_supply_issues,select_issue,template
හදිසියේ විදුලිය නැතිවීම විකල්පය තෝරන්න,select_sudden_power_loss,si_script,power_supply_issues,select_issue,template
powerlink please address eka hoyanna karanna please,search_location,noisy_mixed,location,action,noise
available technicians hoyanna තෝරන්න for me,confirm_location_technician,noisy_mixed,technician_flow,action,noise
continue with stop searching,cancel_request,en,technician_flow,action,template
report දෝෂ සහිත මීටර් කියවීම,select_faulty_meter_reading,mixed_script,monitoring_device_issues,select_issue,mixed_si_alias
do sign out,logout,en,account,action,template
please ඉංග්‍රීසිට මාරු කරන්න,change_language,mixed_script,account,action,mixed_si_alias
activities eka පිටුවට යන්න,open_activities,mixed_script,bottom_navigation,navigation,mixed_ro_alias
choose unauthorized connections,select_external_or_human_causes,en,electricity_board_report,select_board_category,template
take me to පැතිකඩ සංස්කරණය කරන්න,open_profile_settings,mixed_script,account,navigation,mixed_si_alias
please select shock risk,select_electric_shock_risk,en,safety_related_issues,select_issue,template
අඩු වෝල්ටීයතාවය,select_low_voltage,si_script,voltage_technical_issues,select_issue,direct
I want to report smell of burning wire,select_burning_smell,en,safety_related_issues,select_issue,template
mata mage account eka open karanna,open_account,si_latin,bottom_navigation,navigation,template
I want to search address,search_location,en,location,action,template
mata cancel one for me,cancel_dialog,noisy_mixed,dialog,action,noise
choose lights are dim,select_dim_lights,en,voltage_technical_issues,select_issue,template
mata ehema epa one,cancel_dialog,si_latin,dialog,action,template
choose නිරාවරණය වූ වයර්,select_exposed_wiring,mixed_script,safety_related_issues,select_issue,mixed_si_alias
ස්මාර්ට් මීටර් දෝෂය වාර්තා කරන්න,select_smart_meter_issue,si_script,monitoring_device_issues,select_issue,template
help and support,open_help_support,en,account,navigation,direct
complete blackout in area select karanna,select_area_power_failure,mixed_latin,electricity_board_report,select_board_category,mixed_en_alias
tap need help,open_help_support,en,account,navigation,template
take a photo button eka press karanna,add_photo,mixed_latin,report_flow,action,mixed_en_alias
press submit issue to electricity board,confirm_location_and_report_issue,en,electricity_board_flow,action,template
ඡායාරූපයක් එක් කරන්න බොත්තම ඔබන්න,add_photo,si_script,report_flow,action,template
account eka page ekata yanna,open_account,si_latin,bottom_navigation,navigation,template
next ekata yanna for me,continue_next,noisy_mixed,report_flow,action,noise
can you open power supply issues,open_power_supply_issues,en,home,navigation,template
tap app information,open_about_us,en,account,navigation,template
යටිතල පහසුකම් ගැටළු,open_infrastructure_issues,si_script,home,navigation,direct
go to electricity board report,open_report_to_electricity_board,en,home,navigation,template
sudden power loss eka thoranna,select_sudden_power_loss,mixed_latin,power_supply_issues,select_issue,mixed_en_alias
මට planned current cut eka වාර්තා කරන්න,select_scheduled_power_cut,mixed_script,power_supply_issues,select_issue,mixed_ro_alias
intermittent supply eka issue eka,select_intermittent_supply,si_latin,power_supply_issues,select_issue,template
wire damage eka select karanna,select_damaged_power_lines,si_latin,infrastructure_issues,select_issue,template
මට shock risk eka වාර්තා කරන්න,select_electric_shock_risk,mixed_script,safety_related_issues,select_issue,mixed_ro_alias
please next step karanna,continue_next,mixed_latin,report_flow,action,mixed_en_alias
account eka eka tap karanna,open_account,si_latin,bottom_navigation,navigation,template
